Trial,Preamble,Stimulus,True_Category,Item,Rank,Category
3,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: mockingbird, pelican, hawk, finch, toucan, pigeon, lark, crane, thrush, peacock, woodpecker, magpie, buzzard, goose, robin, turkey, owl, canary, pheasant, hummingbird, bluejay, titmouse, oriole, sandpiper, condor, stork, cardinal. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, emu is ",absent,absent,emu,52,birds
3,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: mockingbird, pelican, hawk, finch, toucan, pigeon, lark, crane, thrush, peacock, woodpecker, magpie, buzzard, goose, robin, turkey, owl, canary, pheasant, hummingbird, bluejay, titmouse, oriole, sandpiper, condor, stork, cardinal. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, penguin is ",absent,absent,penguin,53,birds
3,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: mockingbird, pelican, hawk, finch, toucan, pigeon, lark, crane, thrush, peacock, woodpecker, magpie, buzzard, goose, robin, turkey, owl, canary, pheasant, hummingbird, bluejay, titmouse, oriole, sandpiper, condor, stork, cardinal. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, bat is ",absent,absent,bat,54,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, robin is ",present,present,robin,1,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, sparrow is ",present,absent,sparrow,2,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, bluejay is ",present,absent,bluejay,3,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, bluebird is ",present,present,bluebird,4,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, canary is ",present,present,canary,5,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, blackbird is ",present,absent,blackbird,6,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, dove is ",present,present,dove,7,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, lark is ",present,present,lark,8,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, swallow is ",present,present,swallow,9,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, parakeet is ",present,present,parakeet,10,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, oriole is ",present,absent,oriole,11,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, mockingbird is ",present,absent,mockingbird,12,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, redbird is ",present,absent,redbird,13,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, wren is ",present,absent,wren,14,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, finch is ",present,absent,finch,15,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, starling is ",present,present,starling,16,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, cardinal is ",present,absent,cardinal,17,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, eagle is ",present,present,eagle,18,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, hummingbird is ",present,present,hummingbird,19,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, seagull is ",present,absent,seagull,20,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, woodpecker is ",present,absent,woodpecker,21,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, pigeon is ",present,present,pigeon,22,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, thrush is ",present,absent,thrush,23,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, falcon is ",present,absent,falcon,24,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, crow is ",present,present,crow,25,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, hawk is ",present,absent,hawk,26,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, raven is ",present,present,raven,27,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, goldfinch is ",present,absent,goldfinch,28,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, parrot is ",present,absent,parrot,29,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, sandpiper is ",present,present,sandpiper,30,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, pheasant is ",present,absent,pheasant,31,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, catbird is ",present,present,catbird,32,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, crane is ",present,absent,crane,33,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, albatross is ",present,absent,albatross,34,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, condor is ",present,absent,condor,35,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, toucan is ",present,present,toucan,36,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, owl is ",present,absent,owl,37,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, pelican is ",present,absent,pelican,38,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, goose is ",present,absent,goose,39,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, vulture is ",present,absent,vulture,40,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, stork is ",present,absent,stork,41,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, buzzard is ",present,absent,buzzard,42,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, swan is ",present,present,swan,43,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, flamingo is ",present,present,flamingo,44,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, duck is ",present,present,duck,45,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, peacock is ",present,present,peacock,46,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, egret is ",present,present,egret,47,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, chicken is ",present,absent,chicken,48,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, turkey is ",present,present,turkey,49,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, ostrich is ",present,present,ostrich,50,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, titmouse is ",present,present,titmouse,51,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, emu is ",present,absent,emu,52,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, penguin is ",present,present,penguin,53,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, bat is ",present,present,bat,54,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, robin is ",absent,present,robin,1,birds
4,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: swallow, sandpiper, lark, duck, turkey, robin, toucan, canary, flamingo, titmouse, parakeet, dove, ostrich, egret, catbird, magpie, pigeon, hummingbird, peacock, bat, eagle, raven, swan, bluebird, starling, penguin, crow. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, sparrow is ",absent,absent,sparrow,2,birds
