Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Clerk is ",Clerk,1,Restaurant,0,absent,absent,[-0.8995227813720703]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Clerk is ",Clerk,1,Construction Site,0,absent,absent,[-0.6666679382324219]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Clerk is ",Clerk,1,Library,2,absent,present,[-10.567668914794922]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Office Building, the Clerk is ",Clerk,1,Office Building,1,absent,absent,[-1.0936279296875]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Pharmacy, the Clerk is ",Clerk,1,Pharmacy,3,absent,absent,[-2.238536834716797]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Courthouse, the Clerk is ",Clerk,1,Courthouse,2,absent,absent,[-2.4011497497558594]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Police Station, the Clerk is ",Clerk,1,Police Station,1,absent,absent,[-0.8735103607177734]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the University, the Clerk is ",Clerk,1,University,3,absent,absent,[-9.857757568359375]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Laboratory, the Clerk is ",Clerk,1,Laboratory,1,absent,absent,[-0.5631866455078125]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Clinic, the Clerk is ",Clerk,1,Clinic,2,absent,absent,[-1.0034980773925781]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Studio, the Clerk is ",Clerk,1,Studio,1,absent,absent,[-10.01980972290039]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Factory, the Clerk is ",Clerk,1,Factory,1,absent,absent,[-10.199384689331055]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Agency, the Clerk is ",Clerk,1,Agency,1,absent,absent,[-10.163505554199219]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Pastor is ",Pastor,1,Hospital,0,absent,absent,[-10.327119827270508]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Pastor is ",Pastor,1,Park,1,absent,absent,[-10.326295852661133]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Pastor is ",Pastor,1,Farm,0,absent,absent,[-10.521272659301758]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Pastor is ",Pastor,1,Church,2,absent,absent,[-10.798969268798828]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Pastor is ",Pastor,1,School,3,absent,absent,[-9.662727355957031]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Pastor is ",Pastor,1,Bank,1,absent,absent,[-10.177743911743164]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Pastor is ",Pastor,1,Hotel,1,absent,absent,[-10.388774871826172]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Pastor is ",Pastor,1,Restaurant,0,absent,absent,[-0.7192897796630859]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Pastor is ",Pastor,1,Construction Site,0,absent,absent,[-0.6440544128417969]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Pastor is ",Pastor,1,Library,2,absent,absent,[-10.826780319213867]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Office Building, the Pastor is ",Pastor,1,Office Building,1,absent,absent,[-0.6503849029541016]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Pharmacy, the Pastor is ",Pastor,1,Pharmacy,3,absent,absent,[-1.9209184646606445]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Courthouse, the Pastor is ",Pastor,1,Courthouse,2,absent,absent,[-1.9891777038574219]
